ligand,receptor
WNT5B,FRZB
WNT5B,FZD1_LRP5
WNT5B,FZD1_LRP6
WNT5B,FZD10_LRP5
WNT5B,FZD10_LRP6
WNT5B,FZD2_LRP5
WNT5B,FZD2_LRP6
WNT5B,FZD3_LRP5
WNT5B,FZD3_LRP6
WNT5B,FZD4_LRP5
WNT5B,FZD4_LRP6
WNT5B,FZD5_LRP5
WNT5B,FZD5_LRP6
WNT5B,FZD6_LRP5
WNT5B,FZD6_LRP6
WNT5B,FZD7_LRP5
WNT5B,FZD7_LRP6
WNT5B,FZD8_LRP5
WNT5B,FZD8_LRP6
WNT5B,FZD9_LRP5
WNT5B,FZD9_LRP6
WNT5B,SFRP1
WNT5B,SFRP2
WNT5B,SFRP4
WNT5B,SFRP5
WNT5B,WIF1
WNT6,CER1
WNT6,FRZB
WNT6,FZD1_LRP5
WNT6,FZD1_LRP6
WNT6,FZD10_LRP5
WNT6,FZD10_LRP6
WNT6,FZD2_LRP5
WNT6,FZD2_LRP6
WNT6,FZD3_LRP5
WNT6,FZD3_LRP6
WNT6,FZD4_LRP5
WNT6,FZD4_LRP6
WNT6,FZD5_LRP5
WNT6,FZD5_LRP6
WNT6,FZD6_LRP5
WNT6,FZD6_LRP6
WNT6,FZD7_LRP5
WNT6,FZD7_LRP6
WNT6,FZD8_LRP5
WNT6,FZD8_LRP6
WNT6,FZD9_LRP5
WNT6,FZD9_LRP6
WNT6,SFRP1
WNT6,SFRP2
WNT6,SFRP4
WNT6,SFRP5
WNT6,WIF1
WNT7A,CER1
WNT7A,FRZB
WNT7A,FZD1_LRP5
WNT7A,FZD1_LRP6
WNT7A,FZD10_LRP5
WNT7A,FZD10_LRP6
WNT7A,FZD2_LRP5
WNT7A,FZD2_LRP6
WNT7A,FZD3_LRP5
WNT7A,FZD3_LRP6
WNT7A,FZD4_LRP5
WNT7A,FZD4_LRP6
WNT7A,FZD5_LRP5
WNT7A,FZD5_LRP6
WNT7A,FZD6_LRP5
WNT7A,FZD6_LRP6
WNT7A,FZD7_LRP5
WNT7A,FZD7_LRP6
WNT7A,FZD8_LRP5
WNT7A,FZD8_LRP6
WNT7A,FZD9_LRP5
WNT7A,FZD9_LRP6
WNT7A,SFRP1
WNT7A,SFRP2
WNT7A,SFRP4
WNT7A,SFRP5
WNT7A,WIF1
WNT7B,CER1
WNT7B,FRZB
WNT7B,FZD1_LRP5
WNT7B,FZD1_LRP6
WNT7B,FZD10_LRP5
WNT7B,FZD10_LRP6
WNT7B,FZD2_LRP5
WNT7B,FZD2_LRP6
WNT7B,FZD3_LRP5
WNT7B,FZD3_LRP6
WNT7B,FZD4_LRP5
WNT7B,FZD4_LRP6
WNT7B,FZD5_LRP5
WNT7B,FZD5_LRP6
WNT7B,FZD6_LRP5
WNT7B,FZD6_LRP6
WNT7B,FZD7_LRP5
WNT7B,FZD7_LRP6
WNT7B,FZD8_LRP5
WNT7B,FZD8_LRP6
WNT7B,FZD9_LRP5
WNT7B,FZD9_LRP6
WNT7B,SFRP1
WNT7B,SFRP2
WNT7B,SFRP4
WNT7B,SFRP5
WNT7B,WIF1
WNT8A,CER1
WNT8A,FRZB
WNT8A,FZD1_LRP5
WNT8A,FZD1_LRP6
WNT8A,FZD10_LRP5
WNT8A,FZD10_LRP6
WNT8A,FZD2_LRP5
WNT8A,FZD2_LRP6
WNT8A,FZD3_LRP5
WNT8A,FZD3_LRP6
WNT8A,FZD4_LRP5
WNT8A,FZD4_LRP6
WNT8A,FZD5_LRP5
WNT8A,FZD5_LRP6
WNT8A,FZD6_LRP5
WNT8A,FZD6_LRP6
WNT8A,FZD7_LRP5
WNT8A,FZD7_LRP6
WNT8A,FZD8_LRP5
WNT8A,FZD8_LRP6
WNT8A,FZD9_LRP5
WNT8A,FZD9_LRP6
WNT8A,SFRP1
WNT8A,SFRP2
WNT8A,SFRP4
WNT8A,SFRP5
WNT8A,WIF1
WNT8B,CER1
WNT8B,FRZB
WNT8B,FZD1_LRP5
WNT8B,FZD1_LRP6
WNT8B,FZD10_LRP5
WNT8B,FZD10_LRP6
WNT8B,FZD2_LRP5
WNT8B,FZD2_LRP6
WNT8B,FZD3_LRP5
WNT8B,FZD3_LRP6
WNT8B,FZD4_LRP5
WNT8B,FZD4_LRP6
WNT8B,FZD5_LRP5
WNT8B,FZD5_LRP6
WNT8B,FZD6_LRP5
WNT8B,FZD6_LRP6
WNT8B,FZD7_LRP5
WNT8B,FZD7_LRP6
WNT8B,FZD8_LRP5
WNT8B,FZD8_LRP6
WNT8B,FZD9_LRP5
WNT8B,FZD9_LRP6
WNT8B,SFRP1
WNT8B,SFRP2
WNT8B,SFRP4
WNT8B,SFRP5
WNT8B,WIF1
WNT9A,CER1
WNT9A,FRZB
WNT9A,FZD1_LRP5
WNT9A,FZD1_LRP6
WNT9A,FZD10_LRP5
WNT9A,FZD10_LRP6
WNT9A,FZD2_LRP5
WNT9A,FZD2_LRP6
WNT9A,FZD3_LRP5
WNT9A,FZD3_LRP6
WNT9A,FZD4_LRP5
WNT9A,FZD4_LRP6
WNT9A,FZD5_LRP5
WNT9A,FZD5_LRP6
WNT9A,FZD6_LRP5
WNT9A,FZD6_LRP6
WNT9A,FZD7_LRP5
WNT9A,FZD7_LRP6
WNT9A,FZD8_LRP5
WNT9A,FZD8_LRP6
WNT9A,FZD9_LRP5
WNT9A,FZD9_LRP6
WNT9A,SFRP1
WNT9A,SFRP2
WNT9A,SFRP4
WNT9A,SFRP5
WNT9A,WIF1
WNT9B,CER1
WNT9B,FRZB
WNT9B,FZD1_LRP5
WNT9B,FZD1_LRP6
WNT9B,FZD10_LRP5
WNT9B,FZD10_LRP6
WNT9B,FZD2_LRP5
WNT9B,FZD2_LRP6
WNT9B,FZD3_LRP5
WNT9B,FZD3_LRP6
WNT9B,FZD4_LRP5
WNT9B,FZD4_LRP6
WNT9B,FZD5_LRP5
WNT9B,FZD5_LRP6
WNT9B,FZD6_LRP5
WNT9B,FZD6_LRP6
WNT9B,FZD7_LRP5
WNT9B,FZD7_LRP6
WNT9B,FZD8_LRP5
WNT9B,FZD8_LRP6
WNT9B,FZD9_LRP5
WNT9B,FZD9_LRP6
WNT9B,SFRP1
WNT9B,SFRP2
WNT9B,SFRP4
WNT9B,SFRP5
WNT9B,WIF1
DKK1,KREMEN1_LRP6
DKK1,KREMEN2_LRP6
DKK2,KREMEN2_LRP6
INHA,ACVR1_ACVR2A
INHA,ACVR1_ACVR2B
INHA,ACVR1B_ACVR2A
INHA,ACVR1B_ACVR2B
INHA,ACVR1C_ACVR2A
INHA,ACVR1C_ACVR2B
INHA_INHBA,ACVR1_ACVR2A
INHA_INHBA,ACVR1_ACVR2B
INHA_INHBA,ACVR1B_ACVR2A
INHA_INHBA,ACVR1B_ACVR2B
INHA_INHBA,ACVR1C_ACVR2A
INHA_INHBA,ACVR1C_ACVR2B
INHA_INHBB,ACVR1_ACVR2A
INHA_INHBB,ACVR1_ACVR2B
INHA_INHBB,ACVR1B_ACVR2A
INHA_INHBB,ACVR1B_ACVR2B
INHA_INHBB,ACVR1C_ACVR2A
INHA_INHBB,ACVR1C_ACVR2B
INHBC,ACVR2A
INHBC,ACVR2B
INHBE,ACVR2A
INHBE,ACVR2B
ARTN,GFRA1_RET
ARTN,GFRA3_RET
PSPN,GFRA4_RET
ITGAV_ITGB1,ADGRE2
ITGAV_ITGB1,ADGRE5
ITGAV_ITGB3,ADGRA2
ITGAV_ITGB3,ADGRE2
ITGAV_ITGB3,ADGRE5
ITGAV_ITGB5,ADGRB1
ADIPOQ,ADIPOR1_ADIPOR2
ALB,B2M_FCGRT
ALCAM,CD6
B2M_CD1B,IL6ST
BAG6,NCR3
BST2,LILRA4
CBLN1_NRXN1,GRID2
CD1D,LILRB2
CD200,CD200R1
CD226,NECTIN2
CD24,SELP
CD248,IL6R
CD274,CD80
CD274,PDCD1
CD276,TREML2
CD320,JAML
CD34,SELL
CD34,SELP
CD40LG,CD40
CD40LG,ITGA2B_ITGB3
CD40LG,ITGA5_ITGB1
CD44,SELE
CD47,SIRPB1_TYROBP
CD48,CD244
CD52,SIGLEC10
CD55,ADGRE5
CD58,CD2
CD70,CD27
CD80,CD28
CD80,CTLA4
CD80,NGFR
CD86,CD28
CD86,CTLA4
CD93,IFNGR1
CD96,NECTIN1
CD99,PILRA
CHL1,CHL1
CHL1,L1CAM
CLCF1,CNTFR_IL6ST_LIFR
CLU,TREM2_TYROBP
CNTF,CNTFR_IL6ST_LIFR
CNTN1,MCAM
CNTN1,NRCAM
CRLF2,CRLF2_IL7R
CRTAM,CADM1
CSPG4,ITGA3_ITGB1
EPO,EPOR
ERVH48-1,SLC1A5
ESAM,ESAM
FBN1,ITGA5_ITGB1
FGFR4,TGFBR3
FLT3LG,FLT3
FSHB,FSHR
FTH1,SCARA5
FTL,SCARA5
GDNF,GFRA1_RET
GP1BA,ITGAM_ITGB2
GPHA2_GPHB5,TSHR
HEBP1,FPR3
HFE,TFRC
HGF,MET
ICOSLG,ICOS
JAG1,CD46
JAG1,VASN
JAG2,VASN
KISS1,KISS1R
KITLG,KIT
KLRB1,CLEC2D
LAIR1,LILRB4
LAMA2,ADGRG6
LCK,CD8A_CD8B
LCN2,SLC22A17
LEP,LEPR
LHB,LHCGR
LIF,IL6ST_LIFR
LRPAP1,SORT1
MADCAM1,ITGA4_ITGB7
MICA,HCST_KLRK1
MICB,HCST_KLRK1
MLN,MLNR
MMP2,ITGAV_ITGB3
MPZL1,MPZL1
MST1,MST1R
NCR3LG1,NCR3
NDP,FZD4_LRP5
NELL2,ROBO3
NSMF,GNRHR
NXNL1,BSG_SLC16A1
OMD,ITGAV_ITGB3
PDCD1LG2,PDCD1
PECAM1,CD38
PENK,GHSR
PF4,CXCR3
PI16,TNFRSF21
PLG,ITGA2B_ITGB3
PPIA,BSG
PRNP,ADGRG6
PROC,PROCR
PRXL2B,PTGFR
PTGIS,PTGIR
PTPRC,CD22
PTPRC,MRC1
PTPRD,IL1RAP
PTPRD,IL1RAPL1
PTPRS,NTRK3
QRFP,QRFPR
RBP4,STRA6
REN,ATP6AP2
RNASET2,TLR8
RTN4R,ADGRB1
SAA1,FPR2
SFTPD,ADGRE5
SIGLEC15,CD44
SPN,SIGLEC1
TGM2,ADGRG1
THPO,MPL
TPO,THRB
TRH,TRHR
TSHB,TSHR
TSLP,CRLF2_IL7R
TULP1,TYRO3
UNC5A,ADGRL3
CD177,PECAM1
CD47,SIRPA
CD47,SIRPG
DAG1,NRXN3
HLA-E,VSIR
HLA-F,VSIR
NLGN4Y,NRXN3
PVR,KIR2DL5A
SDC2,FGFR4
SEMA4D,PLXNB3
TYROBP,SIGLEC15
